DateTimeOccurred,Status,DateTimeReported,Code,Location,Comments,Filename
2017-01-22 15:30:00,ARREST,2017-01-22 01:44:43,RESISTING ARREST,M7 / 77 MASSACHUSETTS AVE,"Report of an unwanted party in the bathroom stall.  ARREST: Nicholas Burke-Dash (26) of 69 Linnea Street, Brockton, MA was arrested for Resisting Arrest, Assault and Battery on a Police Officer, and Trespassing. ",
2017-01-21 12:49:00,CLOSED,2017-01-23 12:28:32,LOSTPROP,W89 / 301 VASSAR ST,Party lost his MIT ID. ,
2017-01-23 09:13:00,CLOSED,2017-01-23 13:18:42,SUSPICIOUS,M3 / 33 MASSACHUSETTS AVE,Party reports that someone is eating food out of the office refrigerator. ,
2017-01-23 17:11:00,CLOSED,2017-01-23 17:11:17,SUSPICIOUS,NE49 / 600 TECH SQUARE,Party wants to report a suspicious letter. ,
2017-01-24 10:00:00,CLOSED,2017-01-24 14:04:48,SUSPICIOUS ACTIVITY,M64 / 21 AMES ST ,Report of an attempted IRS tax scam. ,
2017-01-24 14:27:00,OPEN,2017-01-24 14:27:04,LARCENY,ALBANY GARAGE / 20 ALBANY ST,Reporting party states her aftermarket radio was stolen from her vehicle. ,
2017-01-24 17:25:00,OPEN,2017-01-24 18:36:45,LARCENY,E51 / 70 MEMORIAL DR,Reporting party states her wallet was stolen. ,
2017-01-25 00:10:00,CLOSED,2017-01-25 00:10:05,TRESPASS,W20 / 84 MASSACHUSETTS AVE,Officer on routine patrol observed an individual sleeping on the basement level. Individual was issued a verbal trespass warning. ,
2017-01-24 21:00:00,OPEN,2017-01-25 10:59:53,LARCENY,E25 / 45 CARLTON ST,Reporting party stated a camera and some other property were stolen from her office. ,
2017-01-25 13:31:00,CLOSED,2017-01-25 13:31:56,ASSIST TO PD,COOP / null,Cambridge Police called and stated that there was an unwanted individual in the store. ,
2017-01-25 15:43:00,CLOSED,2017-01-25 15:43:48,SUSPICIOUS,E52 / 50 MEMORIAL DR,Party reports suspicious activity in a classroom. ,
2017-01-26 05:39:00,OPEN,2017-01-26 05:39:37,HIT & RUN,M39 / 60 VASSAR ST,Party reports damage to parked motor vehicle. ,
2017-01-26 08:37:00,CLOSED,2017-01-26 08:37:50,TRESPASS,W20 / 84 MASSACHUSETTS AVE,Report of a suspicious individual. This individual was issued a verbal trespass warning. ,
2017-01-21 18:45:00,CLOSED,2017-01-26 10:10:12,SUSPICIOUS,E52 / 50 MEMORIAL DR,Past report of a suspicious individual. ,
2017-12-20 18:36:00,CLOSED,2017-01-26 15:38:45,LARCENY,W51 / 410 MEMORIAL DR,Reporting party states wheels were stolen off his bike. ,
2017-01-26 20:34:00,ARREST,2017-01-26 20:34:37,TRESPASS,E62 / 100 MAIN ST,"Report of a suspicious individual. Officers canvassed the area and found an individual. ARREST: David Hong (41), unknown address, was arrested for trespassing and resisting arrest. ",
2017-01-27 11:34:00,CLOSED,2017-01-27 11:34:41,SUSPICIOUS,M3 / 33 MASSACHUSETTS AVE,Report of a suspicious person. ,
2017-01-29 00:53:00,CLOSED,2017-01-29 00:53:16,TRESPASS,M3 / 33 MASSACHUSETTS AVE,Party reports a suspicious person. Individual was issued a verbal trespass warning. ,
2017-01-29 03:08:00,CLOSED,2017-01-29 03:08:11,ASSIST TO PD,W89 / 301 VASSAR ST,Officer was approached by pedestrians regarding a possible drunk driver. ,
2017-01-29 17:12:00,ARREST,2017-01-29 17:12:53,TRESPASS,E53 / 30 WADSWORTH ST,"Friedrich Lu (59) of 54 Blue Hill Ave 1, Boston, MA was arrested for Trespassing. ",
2017-01-30 15:33:00,CLOSED,2017-01-30 15:33:03,ANNOYING OR HARASSING PHONE CALLS,W35 / 100 VASSAR ST,Report of a suspicious call. ,
2017-01-30 17:27:00,CLOSED,2017-01-30 17:27:33,ASSIST TO PD,W45 / 125 VASSAR ST,Officers conduct a check on a vehicle and its occupants. Cambridge Police assume jurisdiction. ,
2017-01-31 08:00:00,OPEN,2017-01-31 13:28:32,LARCENY,M46 / 46 VASSAR ST,BY FALSE PRETENSE     NO REPORTS OF RESIDENTIAL FIRES.   Reporting party states he had been scammed. ,
2017-02-01 08:04:00,CLOSED,2017-02-01 08:04:25,TRESPASS,M7 / 77 MASSACHUSETTS AVE,A report of a homeless person sleeping in the area. Individual was issued a verbal trespass warning. ,
2017-01-23 18:00:00,CLOSED,2017-02-01 10:02:14,LOSTPROP,W89 / 301 VASSAR ST,A report of a lost key. ,
2017-02-01 23:49:00,CLOSED,2017-02-01 23:49:20,NOISE COMPLAINT,460 BEACON ST,Responding units report no noise or music found. ,
2017-02-02 18:58:00,CLOSED,2017-02-02 18:58:25,SUSPICIOUS,NW61 / 282 MASSACHUSETTS AVE,A report of a suspicious package. ,
2017-02-02 22:40:00,OPEN,2017-02-02 22:40:10,LARCENY,M56 / 21 AMES ST ,Reporting party states cash was taken. ,
2017-02-03 09:13:00,CLOSED,2017-02-03 09:13:34,UNREGISTERED MOTOR VEHICLE,W4 / 320 MEMORIAL DR,Report of an unregistered motor vehicle. ,
2017-11-27 10:58:00,CLOSED,2017-02-03 09:47:58,SUSPICIOUS ACTIVITY,M11 / 77 REAR MASSACHUSETTS AVE,Party reported receiving some suspicious mail. ,
2017-02-02 06:00:00,OPEN,2017-02-03 10:55:03,SUSPICIOUS ACTIVITY,NW21 / 190 ALBANY ST,Party reports that someone is playing around with the doors. ,
2017-02-03 11:09:00,CLOSED,2017-02-03 11:31:06,SUSPICIOUS ACTIVITY,M32 / 32 VASSAR ST,Party reported receiving a suspicious phone call. ,
2017-02-03 21:38:00,CLOSED,2017-02-03 21:38:40,FONDLING,W20 / 84 MASSACHUSETTS AVE,Report of a fondling incident. ,
2017-02-03 23:20:00,CLOSED,2017-02-03 23:20:46,LOSTPROP,W89 / 301 VASSAR ST,Reporting party states he lost his passport. ,
2017-02-04 17:50:00,ARREST,2017-02-04 17:52:53,LARCENY,M14 / 160 MEMORIAL DR,"Report of a laptop and cell phone stolen. Officers responded and tracked the subject. ARREST:  Elliot Jackson (47) of 43 Islandview Pl 85, Dorchester, MA was arrested for Larceny Over $250 and Trespassing. ",
2017-02-05 04:02:00,ARREST,2017-02-05 04:02:11,DISORDERLY CONDUCT,W51 / 410 MEMORIAL DR,"Report of a disorderly party. ARREST: Kevin LEONARDO (20) of 444 Governor Ave. W. Babylon, NY was arrested for Disorderly Conduct, A&B on a Police Officer, and Resisting Arrest. ",
2017-02-06 00:44:00,CLOSED,2017-02-06 00:44:27,SUSPICIOUS,M7 / 77 MASSACHUSETTS AVE,Officer reports seeing 3 individuals on the dome of M7. ,
2017-02-06 16:51:00,OPEN,2017-02-06 16:51:32,LARCENY,W70 / 471 MEMORIAL DR,Reporting party states cameras were stolen. ,
2017-02-04 16:30:00,OPEN,2017-02-06 18:32:01,LARCENY,M10 / 122 MEMORIAL DR,Theft of a backpack. ,
2017-02-06 19:00:00,OPEN,2017-02-07 10:01:30,LARCENY,M6 / 182 MEMORIAL DR,Reporting party states his MacBook laptop was stolen. ,
2017-02-08 11:26:00,CLOSED,2017-02-08 11:26:06,SUSPICIOUS,E53 / 30 WADSWORTH ST,Party reported that a lock and door to a room appears to have been tampered with. ,
2017-02-08 18:04:00,OPEN,2017-02-08 18:04:52,LARCENY,W20 / 84 MASSACHUSETTS AVE,Party reports stolen cell phone.  ,
2017-02-09 08:07:00,ARREST,2017-02-09 08:17:55,TRESPASS,M56 / 21 AMES ST ,"Report of a homeless party in a bathroom. ARREST: Frederick DeMinico (34) of 102 Richdale Road, Needham, MA was arrested for Trespassing. ",
2017-02-10 16:48:00,CLOSED,2017-02-10 16:48:25,FOUND PROPERTY,NE49 / 600 TECH SQUARE,Report of a found wallet. ,
2017-02-09 19:00:00,OPEN,2017-02-10 17:04:37,LARCENY,NW35 / 235 ALBANY ST,Party reports his laptop was stolen.  Laptop was later turned into the MIT Police. ,
2017-02-11 14:00:00,OPEN,2017-02-11 16:26:53,LARCENY,W15 / 48 MASSACHUSETTS AVE,Reporting party states keys and wallet were  stolen. ,
2017-02-10 22:59:00,OPEN,2017-02-11 17:21:08,LARCENY,ZP / 233 MASSACHUSETTS AVE,Reporting party states wallet was stolen.  ,
2017-02-11 19:40:00,CLOSED,2017-02-11 19:57:26,SUSPICIOUS,E23 / 25 CARLTON ST,Report of a suspicious person. ,
2017-02-12 09:00:00,CLOSED,2017-02-12 09:00:41,MISC,E51 / 70 MEMORIAL DR,Reporting party states he locked himself out of his car. ,
2017-02-12 20:58:00,CLOSED,2017-02-12 20:58:51,SUSPICIOUS,SK / 480 COMMONWEALTH AVE,Report of a suspicious person  ,
2017-02-12 22:23:00,CLOSED,2017-02-12 21:54:58,MISC,KS / 407 MEMORIAL DR,Party reports individuals throwing snow balls. ,
2017-02-11 22:00:00,OPEN,2017-02-12 22:32:11,LARCENY,W79 / 229 VASSAR ST,Party reports theft of Apple pen. ,
2017-02-13 12:00:00,OPEN,2017-02-13 19:59:46,LARCENY,W7 / 362 MEMORIAL DR,Party reports boots were stolen. ,
2017-01-01 00:00:00,OPEN,2017-02-13 21:33:25,BURGLARY,W70 / 471 MEMORIAL DR,Parties report watch and camera stolen. ,
2017-02-14 00:14:00,CLOSED,2017-02-14 00:14:24,TRESPASS,M14 / 160 MEMORIAL DR,Officer on routine patrol issued an individual a verbal trespass warning. ,
2017-02-14 01:24:00,CLOSED,2017-02-14 01:24:14,FIELD STOP,NE48 / 700 TECH SQUARE,"Report of an individual who appeared disoriented, a field stop was conducted. ",
2017-01-27 08:00:00,OPEN,2017-02-14 13:04:05,LARCENY,E19 / 400 MAIN ST,Party reports that a tool was stolen. ,
2016-09-16 14:00:00,CLOSED,2017-02-14 15:57:34,SUSPICIOUS,NW12 / 138 ALBANY ST,Report of suspicious activity. ,
2016-11-01 00:00:00,CLOSED,2017-02-14 19:09:23,SUSPICIOUS,PBP / null,Report of suspicious activity. ,
2017-02-15 00:19:00,CLOSED,2017-02-15 00:19:27,TRESPASS,W20 / 84 MASSACHUSETTS AVE,Officer on routine patrol issued an individual a verbal trespass warning. ,
2017-01-16 09:38:00,OPEN,2017-02-15 09:38:27,LARCENY,E19 / 400 MAIN ST,Party reports a voltage meter was stolen. ,
2017-02-09 08:00:00,CLOSED,2017-02-15 10:32:49,SUSPICIOUS,M8 / 21 AMES ST ,Party reports receiving suspicious print out materials. ,
2017-02-09 09:00:00,OPEN,2017-02-15 13:20:29,LARCENY,W20 / 84 MASSACHUSETTS AVE,Party reports that some artwork was stolen. ,
2017-02-16 17:26:00,CLOSED,2017-02-16 17:26:04,ASSIST TO PD,MASS AVE / null,OFFICER ASSISTED CPD STOP A SUSPECT. ,
2017-02-17 09:08:00,CLOSED,2017-02-17 09:15:20,SAFETHAZ,W20 / 120 MASSACHUSETTS AVE,Detail officer reports a piece of equipment rolled off a truck. ,
2017-02-17 12:00:00,ARREST,2017-02-17 12:15:27,WARRANT SERVICE,E53 / 30 WADSWORTH ST,"Report of an individual who had been trespassed. ARREST:  Douglas USADI (50) of 1867 Commonwealth Ave., Boston, MA was arrested on a straight warrant. ",
2017-02-17 16:40:00,CLOSED,2017-02-17 16:40:40,FIRE ALARM,M18 / 21 REAR AMES ST,General fire alarm report. ,
2017-02-17 17:00:00,CLOSED,2017-02-17 17:38:45,LARCENY,M6 / 182 MEMORIAL DR,Party reports his laptop and iPhone were stolen. ,
2017-02-18 00:12:00,CLOSED,2017-02-18 00:12:15,FIRE ALARM,229 COMMONWEALTH AVE,Complaint about excessive noise. ,
2017-02-18 12:56:00,CLOSED,2017-02-18 12:56:04,SUSPICIOUS,W89 / 301 VASSAR ST,Party received a suspicious phone call. ,
2017-02-18 18:35:00,CLOSED,2017-02-18 18:35:18,ASSIST TO PD,143 ALBANY ST,Report of a shoplifting incident at Star Market. Officers located the individual. CPD to handle. ,
2017-02-19 10:48:00,ARREST,2017-02-19 10:48:43,TRESPASS,M7 / 77 MASSACHUSETTS AVE,"Officer on routine patrol observed an individual who had been previously trespassed. ARREST: David SCRIMA (56) of 15 Range Road, Windham, NH was arrested for trespassing and resisting arrest. ",
2017-02-20 01:26:00,CLOSED,2017-02-20 01:26:41,SUSPICIOUS,M3 / 33 MASSACHUSETTS AVE,Individuals stopped who may have been on the roof. ,
2017-02-20 17:35:00,CLOSED,2017-02-20 17:35:12,FIELD STOP,M32 / 32 VASSAR ST,Caller states he observed males going through recycling bins. A field stop was conducted. ,
2017-02-20 20:27:00,CLOSED,2017-02-20 20:27:49,THREAT TO COMMIT A CRIME,SUNOCO / 266 MASSACHUSETTS AVE,Party reports someone threatened him. ,
2017-02-21 00:15:00,CLOSED,2017-02-21 00:15:06,TRESPASS,M14 / 160 MEMORIAL DR,Officer on routine patrol issued a verbal trespass warning to an individual. ,
2017-02-21 11:35:00,OPEN,2017-02-21 11:51:45,LARCENY,M9 / 105 MASSACHUSETTS AVE,Party reports stolen MacBook laptop. ,
2017-02-21 15:30:00,OPEN,2017-02-21 18:52:14,LARCENY,E40 / 1 AMHERST ST,Party reports stolen MIT ID. ,
2017-02-22 12:00:00,OPEN,2017-02-22 21:59:03,LARCENY,W16 / 48 MASS AVE,Party reports her wallet was stolen. ,
2016-02-21 10:00:00,CLOSED,2017-02-23 11:49:32,SUSPICIOUS,NW10 / 143 ALBANY ST,Party reports possible flim flam. ,
2017-02-23 14:30:00,OPEN,2017-02-24 09:38:14,LARCENY,M32 / 32 VASSAR ST,Party reports MIT ID and notebook were stolen. ,
2017-02-23 19:45:00,OPEN,2017-02-24 09:41:47,LARCENY,E62 / 100 MAIN ST,Party reports stolen wallet. ,
2017-02-24 12:00:00,CLOSED,2017-02-24 12:49:44,SUSPICIOUS,W20 / 84 MASSACHUSETTS AVE,Party states she just received a suspicious phone call. ,
2017-02-24 10:00:00,CLOSED,2017-02-24 14:42:56,SUSPICIOUS,W89 / 301 VASSAR ST,Party states he just received a suspicious phone call. ,
2017-02-25 01:49:00,CLOSED,2017-02-25 01:49:26,"TRESPASS, POSSESS LIQUOR UNDER 21",DKE / 403 MEMORIAL DR,Officer issued a verbal trespass warning to non-affiliate individual. ,
2017-02-26 02:25:00,CLOSED,2017-02-26 02:25:59,NOISE COMPLAINT,E48 / 226 MAIN ST,Noise complaint. ,
2017-02-26 20:00:00,CLOSED,2017-02-26 20:15:01,SUSPICIOUS,E23 / 25 CARLTON ST,Report of suspicious activity. ,
2017-02-28 10:27:00,CLOSED,2017-02-28 10:27:36,HIT & RUN,W84 / 550 MEMORIAL DR,Report of a past hit and run. ,
2017-02-28 11:35:00,ARREST,2017-02-28 11:35:25,TRESPASS,BRIGGS FIELD / null,"Report of a person sleeping in the dugout. ARREST: Kevin McBride (46) of 5 Cambridge Park Drive, Cambridge, MA was arrested for Trespassing. ",
2017-02-28 12:38:00,ARREST,2017-02-28 12:38:26,MV STOP,AMHERST ALLEY ,"ARREST: Betsy Montes (28) of 1506 Summit Drive, Bridgewater, MA was arrested for Speeding, Operating a Vehicle Negligent, Operating a MV with a Suspended License, A&B Dangerous Weapon (shoe), Resisting Arrest, Disorderly Person, and Possession of a Dangerous weapon (OC Pepper Spray, Mace). ",
2017-02-17 12:00:00,CLOSED,2017-03-01 13:07:12,OFF CAMPUS INCIDENT,NON CAMPUS ,Report of an off campus larceny incident. ,
2017-03-01 21:05:00,CLOSED,2017-03-01 21:25:12,ASSIST TO PD,NW86 / 70 PACIFIC ST,Report of an assist to the Cambridge Police Department regarding an accident. ,
2017-03-02 08:33:00,CLOSED,2017-03-02 08:33:46,SUSPICIOUS,NE47 / 500 TECH SQUARE,Party reports receiving suspicious mail. ,
2017-03-02 11:08:00,CLOSED,2017-03-02 11:08:31,SUSPICIOUS,N51 / 275 MASSACHUSETTS AVE,Party reports suspicious person. ,
2017-03-01 09:15:00,OPEN,2017-03-02 15:29:53,LARCENY,E62 / 100 MAIN ST,Party reports her bike was stolen. ,
2017-03-02 23:48:00,CLOSED,2017-03-02 23:48:18,TRESPASS,W20 / 84 MASSACHUSETTS AVE,Officer issued a verbal trespass warning to an individual. ,
2017-11-30 15:19:00,OPEN,2017-03-03 14:44:56,LARCENY,M46 / 46 VASSAR ST,Party reports laptop was stolen from an office. ,
2017-03-02 10:00:00,CLOSED,2017-03-07 09:44:46,MISC,WESTGATE LOT ,Report of property damage to a motor vehicle. ,
2017-03-08 13:40:00,CLOSED,2017-03-08 13:54:14,TRESPASS,W20 / 84 MASSACHUSETTS AVE,A report of a homeless person asking people for money in the building. Officer issued the individual a verbal trespass warning. ,
2017-03-09 01:04:00,CLOSED,2017-03-09 01:04:30,TRESPASS,M35 / 127 MASSACHUSETTS AVE,Officer on routine patrol issued a verbal trespass warning to an individual with no affiliation to MIT. ,
2017-03-09 02:11:00,ARREST,2017-03-09 02:11:26,TRESPASS,W20 / 84 MASSACHUSETTS AVE,"Officer on routine patrol observed an individual who had been previously trespassed. ARREST: Abdullahi Abdirizaq-Faarah (19) of 243 Broadway, Cambridge, MA was arrested for trespassing and obstruction of justice. ",
2017-03-09 10:50:00,CLOSED,2017-03-09 10:50:34,FIELD STOP,NW61 / 282 MASSACHUSETTS AVE,Officers dispatched to the area for a person hitting people on the sidewalk. Officers located and identified the party in question. Cambridge police was on scene assisting. ,
2017-03-09 11:27:00,CLOSED,2017-03-09 11:30:07,SUSPICIOUS PERSON,M1 / 33 MASSACHUSETTS AVE,Report of a male yelling at people. Officers were dispatched to the area. Cambridge was notified. All units clear. ,
2017-03-09 14:06:00,CLOSED,2017-03-09 14:06:00,ASSIST TO PD,M7 / 77 MASSACHUSETTS AVE,Officer on detail called in an altercation between 2 cab drivers in the area. Cambridge PD on scene. ,
2017-03-09 22:45:00,CLOSED,2017-03-09 22:45:03,TRESPASS,M35 / 127 MASSACHUSETTS AVE,Officer on routine patrol issued a verbal trespass warning to an individual with no affiliation to MIT. ,
2017-03-04 07:00:00,CLOSED,2017-03-10 03:11:44,MISC,W1 / 305 MEMORIAL DR,Walk-in report of a parking related issue. ,
2017-03-03 17:00:00,OPEN,2017-03-10 17:58:10,LARCENY,M56 / 21 AMES ST ,Party reports a painting was missing from her office. ,
2017-03-10 23:40:00,CLOSED,2017-03-10 23:40:11,SPEEDING,W79 / 229 VASSAR ST,Party reports being involved in a motor vehicle accident on Vassar Street. ,
2017-03-12 00:10:00,ARREST,2017-03-12 00:10:08,TRESPASS,W20 / 84 MASSACHUSETTS AVE,"Officer arrested male party for trespass after  notice. ARREST: Omar Hall (37) of 42 Pearl Street 2, Everett, MA was arrested for Trespassing. ",
2017-03-13 12:15:00,CLOSED,2017-03-13 12:25:13,FIRE ALARM,W85 / 540 MEMORIAL DR,Rubber glove found charred on the stovetop. ,
2017-03-13 13:43:00,OPEN,2017-03-13 13:43:54,LARCENY,E62 / 100 MAIN ST,Party reports MacBook Laptop was stolen. ,
2017-03-13 16:13:00,CLOSED,2017-03-13 17:55:51,THREATS,W61 / 450 MEMORIAL DR,Party reports receiving threats. ,
2017-03-13 22:43:00,ARREST,2017-03-13 22:43:26,TRESPASS,M5 / 55 MASSACHUSETTS AVE,Report of a suspicious male. ARREST: Marcos Avillan (51) arrested for trespassing and resisting arrest. ,
2017-03-15 00:17:00,ARREST MADE,2017-03-15 00:17:57,TRESPASS,M14 / 160 MEMORIAL DR,PREVIOUSLY TRESPASSED INDIVIDUAL ARRESTED FOR TRESPASSING.  ABDULLAHI ABDIRIZAQ-FAARAH OF 236 BROADWAY ST.  CAMBRIDGE MA. ARRESTED FOR TRESPASS AFTER NOTICE IN BUILDING 2. ,
2017-03-12 13:30:00,OPEN,2017-03-15 10:03:52,LARCENY,M62 / 21 AMES ST ,WALLET LEFT UNATTENDED STOLEN. ,
2017-03-15 15:00:00,CLOSED,2017-03-15 16:18:04,PROP DAMAGE,NW12 / 138 ALBANY ST,REPORT of DAMAGE TO A CARD READER.  ,
2017-03-16 00:16:00,CLOSED,2017-03-16 00:16:46,SUSPICIOUS PERSON,M50 / 142 MEMORIAL DR,Sector 1 with one individual in M50.  ,
2017-03-16 02:20:00,ARREST,2017-03-16 03:30:33,RAPE,BOSTON  ,Confidential Sexual Assault Report. ,
2017-03-16 07:30:00,CLOSED,2017-03-16 15:12:29,SUSPICIOUS ACTIVITY,NW14 / 150 ALBANY ST,Report of suspicious activity.  ,
2017-03-17 09:12:00,OPEN,2017-03-17 09:12:20,LARCENY,W89 / 301 VASSAR ST,Report of a theft of a laptop computer. ,
2017-03-18 00:06:00,CLOSED,2017-03-18 00:06:50,TRESPASS,W20 / 84 MASSACHUSETTS AVE,Officer trespassed a male party. ,
2017-03-18 00:13:00,CLOSED,2017-03-18 00:13:57,FSILG   PROBLEM,SN / 28 FENWAY,THE Officer reports the event is over capacity. Guest count was handled by FSILG. All units cleared the area. ,
2017-03-20 06:22:00,CLOSED,2017-03-20 06:22:12,SUSPICIOUS,21 MANNING AVE,Walk in report of suspicious activity. ,
2017-03-17 12:00:00,CLOSED,2017-03-20 12:02:02,SUSPICIOUS,E14 / 75 AMHERST ST,Officer dispatched to take a report of suspicious activity. ,
2017-03-20 11:22:00,CLOSED,2017-03-20 12:10:08,SUSPICIOUS,E55 / 60 WADSWORTH ST,Party reports he received a suspicious phone call from someone claiming to be with the IRS. ,
2017-03-20 18:30:00,CLOSED,2017-03-20 18:30:21,ASSIST TO PD,WELLESLEY COLLEGE ,Officer from Wellesley College Police called for assistance. ,
2017-03-21 17:10:00,OPEN,2017-03-21 17:10:47,LARCENY,N52 / 265 MASSACHUSETTS AVE,Party reports his bike was stolen. ,
2017-03-21 21:12:00,OPEN,2017-03-21 21:12:39,MALICIOUS DESTRUCTION OF PROPERTY,WESTGATE LOT / 319 VASSAR ST,Party reports the parking gate was broken. ,
2017-03-21 20:00:00,OPEN,2017-03-22 12:05:25,LARCENY,PIKA / 69 CHESTNUT ST,Party reports that his bike was stolen. ,
2017-03-23 02:02:00,CLOSED,2017-03-23 02:02:47,SUSPICIOUS,M50 / 142 MEMORIAL DR,Officer on routine patrol writes a suspicious activity report. ,
